date,machine_id,location,product_name,stock_added,units_consumed,stock_remaining,day_of_week,month,notes
2026-01-09,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,18,Friday,January,
2026-01-09,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,19,Friday,January,
2026-01-10,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,20,Saturday,January,
2026-01-10,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,20,Saturday,January,
2026-01-10,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,20,Saturday,January,
2026-01-10,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,17,Saturday,January,
2026-01-10,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,15,Saturday,January,
2026-01-10,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,10,Saturday,January,
2026-01-11,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,16,Sunday,January,
2026-01-11,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,16,Sunday,January,
2026-01-11,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,14,Sunday,January,
2026-01-11,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,13,Sunday,January,
2026-01-11,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,12,Sunday,January,
2026-01-11,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,80,10,80,Sunday,January,Restocked
2026-01-12,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,12,Monday,January,
2026-01-12,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,12,Monday,January,
2026-01-12,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,9,Monday,January,
2026-01-12,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,9,Monday,January,
2026-01-12,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,9,Monday,January,
2026-01-12,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,72,Monday,January,
2026-01-13,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,8,Tuesday,January,
2026-01-13,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,8,Tuesday,January,
2026-01-13,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,72,3,78,Tuesday,January,Restocked
2026-01-13,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,60,5,64,Tuesday,January,Restocked
2026-01-13,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,7,Tuesday,January,
2026-01-13,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,6,66,Tuesday,January,
2026-01-14,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,60,4,64,Wednesday,January,Restocked
2026-01-14,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,2,6,Wednesday,January,
2026-01-14,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,73,Wednesday,January,
2026-01-14,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,60,Wednesday,January,
2026-01-14,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,40,3,44,Wednesday,January,Restocked
2026-01-14,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,6,60,Wednesday,January,
2026-01-15,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,61,Thursday,January,
2026-01-15,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,50,3,53,Thursday,January,Restocked
2026-01-15,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,67,Thursday,January,
2026-01-15,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,56,Thursday,January,
2026-01-15,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,42,Thursday,January,
2026-01-15,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,53,Thursday,January,
2026-01-16,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,57,Friday,January,
2026-01-16,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,50,Friday,January,
2026-01-16,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,4,63,Friday,January,
2026-01-16,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,52,Friday,January,
2026-01-16,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,40,Friday,January,
2026-01-16,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,5,48,Friday,January,
2026-01-17,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,52,Saturday,January,
2026-01-17,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,46,Saturday,January,
2026-01-17,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,56,Saturday,January,
2026-01-17,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,47,Saturday,January,
2026-01-17,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,38,Saturday,January,
2026-01-17,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,40,Saturday,January,
2026-01-18,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,48,Sunday,January,
2026-01-18,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,43,Sunday,January,
2026-01-18,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,50,Sunday,January,
2026-01-18,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,41,Sunday,January,
2026-01-18,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,4,34,Sunday,January,
2026-01-18,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,32,Sunday,January,
2026-01-19,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,44,Monday,January,
2026-01-19,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,40,Monday,January,
2026-01-19,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,3,47,Monday,January,
2026-01-19,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,37,Monday,January,
2026-01-19,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,32,Monday,January,
2026-01-19,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,23,Monday,January,
2026-01-20,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,41,Tuesday,January,
2026-01-20,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,37,Tuesday,January,
2026-01-20,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,42,Tuesday,January,
2026-01-20,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,3,34,Tuesday,January,
2026-01-20,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,29,Tuesday,January,
2026-01-20,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,16,Tuesday,January,
2026-01-21,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,37,Wednesday,January,
2026-01-21,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,2,35,Wednesday,January,
2026-01-21,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,36,Wednesday,January,
2026-01-21,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,3,31,Wednesday,January,
2026-01-21,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,26,Wednesday,January,
2026-01-21,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,80,9,87,Wednesday,January,Restocked
2026-01-22,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,34,Thursday,January,
2026-01-22,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,32,Thursday,January,
2026-01-22,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,31,Thursday,January,
2026-01-22,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,27,Thursday,January,
2026-01-22,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,24,Thursday,January,
2026-01-22,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,6,81,Thursday,January,
2026-01-23,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,31,Friday,January,
2026-01-23,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,29,Friday,January,
2026-01-23,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,4,27,Friday,January,
2026-01-23,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,22,Friday,January,
2026-01-23,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,22,Friday,January,
2026-01-23,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,6,75,Friday,January,
2026-01-24,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,26,Saturday,January,
2026-01-24,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,26,Saturday,January,
2026-01-24,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,20,Saturday,January,
2026-01-24,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,16,Saturday,January,
2026-01-24,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,20,Saturday,January,
2026-01-24,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,67,Saturday,January,
2026-01-25,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,21,Sunday,January,
2026-01-25,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,22,Sunday,January,
2026-01-25,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,14,Sunday,January,
2026-01-25,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,12,Sunday,January,
2026-01-25,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,17,Sunday,January,
2026-01-25,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,58,Sunday,January,
2026-01-26,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,17,Monday,January,
2026-01-26,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,19,Monday,January,
2026-01-26,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,4,10,Monday,January,
2026-01-26,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,8,Monday,January,
2026-01-26,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,14,Monday,January,
2026-01-26,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,6,52,Monday,January,
2026-01-27,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,12,Tuesday,January,
2026-01-27,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,16,Tuesday,January,
2026-01-27,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,72,4,78,Tuesday,January,Restocked
2026-01-27,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,60,5,63,Tuesday,January,Restocked
2026-01-27,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,12,Tuesday,January,
2026-01-27,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,45,Tuesday,January,
2026-01-28,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,8,Wednesday,January,
2026-01-28,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,13,Wednesday,January,
2026-01-28,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,72,Wednesday,January,
2026-01-28,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,59,Wednesday,January,
2026-01-28,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,9,Wednesday,January,
2026-01-28,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,36,Wednesday,January,
2026-01-29,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,60,3,65,Thursday,January,Restocked
2026-01-29,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,10,Thursday,January,
2026-01-29,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,4,68,Thursday,January,
2026-01-29,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,3,56,Thursday,January,
2026-01-29,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,7,Thursday,January,
2026-01-29,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,29,Thursday,January,
2026-01-30,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,61,Friday,January,
2026-01-30,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,7,Friday,January,
2026-01-30,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,63,Friday,January,
2026-01-30,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,51,Friday,January,
2026-01-30,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,40,2,45,Friday,January,Restocked
2026-01-30,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,20,Friday,January,
2026-01-31,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,56,Saturday,January,
2026-01-31,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,50,3,54,Saturday,January,Restocked
2026-01-31,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,57,Saturday,January,
2026-01-31,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,45,Saturday,January,
2026-01-31,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,42,Saturday,January,
2026-01-31,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,9,11,Saturday,January,
2026-02-01,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,51,Sunday,February,
2026-02-01,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,50,Sunday,February,
2026-02-01,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,51,Sunday,February,
2026-02-01,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,40,Sunday,February,
2026-02-01,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,39,Sunday,February,
2026-02-01,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,80,10,81,Sunday,February,Restocked
2026-02-02,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,47,Monday,February,
2026-02-02,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,2,48,Monday,February,
2026-02-02,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,45,Monday,February,
2026-02-02,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,35,Monday,February,
2026-02-02,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,37,Monday,February,
2026-02-02,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,7,74,Monday,February,
2026-02-03,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,43,Tuesday,February,
2026-02-03,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,45,Tuesday,February,
2026-02-03,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,39,Tuesday,February,
2026-02-03,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,30,Tuesday,February,
2026-02-03,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,34,Tuesday,February,
2026-02-03,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,66,Tuesday,February,
2026-02-04,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,40,Wednesday,February,
2026-02-04,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,42,Wednesday,February,
2026-02-04,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,33,Wednesday,February,
2026-02-04,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,25,Wednesday,February,
2026-02-04,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,31,Wednesday,February,
2026-02-04,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,11,55,Wednesday,February,
2026-02-05,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,36,Thursday,February,
2026-02-05,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,38,Thursday,February,
2026-02-05,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,27,Thursday,February,
2026-02-05,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,20,Thursday,February,
2026-02-05,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,29,Thursday,February,
2026-02-05,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,47,Thursday,February,
2026-02-06,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,33,Friday,February,
2026-02-06,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,35,Friday,February,
2026-02-06,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,22,Friday,February,
2026-02-06,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,16,Friday,February,
2026-02-06,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,26,Friday,February,
2026-02-06,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,5,42,Friday,February,
2026-02-07,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,28,Saturday,February,
2026-02-07,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,32,Saturday,February,
2026-02-07,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,15,Saturday,February,
2026-02-07,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,6,10,Saturday,February,
2026-02-07,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,23,Saturday,February,
2026-02-07,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,34,Saturday,February,
2026-02-08,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,4,24,Sunday,February,
2026-02-08,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,28,Sunday,February,
2026-02-08,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,9,Sunday,February,
2026-02-08,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,60,6,64,Sunday,February,Restocked
2026-02-08,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,20,Sunday,February,
2026-02-08,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,26,Sunday,February,
2026-02-09,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,19,Monday,February,
2026-02-09,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,25,Monday,February,
2026-02-09,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,72,4,77,Monday,February,Restocked
2026-02-09,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,60,Monday,February,
2026-02-09,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,18,Monday,February,
2026-02-09,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,8,18,Monday,February,
2026-02-10,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,16,Tuesday,February,
2026-02-10,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,22,Tuesday,February,
2026-02-10,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,6,71,Tuesday,February,
2026-02-10,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,55,Tuesday,February,
2026-02-10,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,16,Tuesday,February,
2026-02-10,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,6,12,Tuesday,February,
2026-02-11,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,3,13,Wednesday,February,
2026-02-11,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,3,19,Wednesday,February,
2026-02-11,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,7,64,Wednesday,February,
2026-02-11,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,5,50,Wednesday,February,
2026-02-11,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,2,14,Wednesday,February,
2026-02-11,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,80,8,84,Wednesday,February,Restocked
2026-02-12,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,0,5,8,Thursday,February,
2026-02-12,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,15,Thursday,February,
2026-02-12,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,4,60,Thursday,February,
2026-02-12,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,46,Thursday,February,
2026-02-12,Machine_1_CityMall,"City Mall, Main Street",KitKat Chocolate,0,3,11,Thursday,February,
2026-02-12,Machine_1_CityMall,"City Mall, Main Street",Mineral Water 500ml,0,6,78,Thursday,February,
2026-02-13,Machine_1_CityMall,"City Mall, Main Street",Lays Classic Chips,60,4,64,Friday,February,Restocked
2026-02-13,Machine_1_CityMall,"City Mall, Main Street",Kurkure Masala,0,4,11,Friday,February,
2026-02-13,Machine_1_CityMall,"City Mall, Main Street",Pepsi 250ml,0,5,55,Friday,February,
2026-02-13,Machine_1_CityMall,"City Mall, Main Street",Sprite 250ml,0,4,42,Friday,February,
